OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10388,"SEVES",2,12/19/1996 00:00:00,01/16/1997 00:00:00,12/20/1996 00:00:00,1,34.8600,"Seven Seas Imports","90 Wadhurst Rd.","London",,"OX15 4NB","UK"
10389,"BOTTM",4,12/20/1996 00:00:00,01/17/1997 00:00:00,12/24/1996 00:00:00,2,47.4200,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
10390,"ERNSH",6,12/23/1996 00:00:00,01/20/1997 00:00:00,12/26/1996 00:00:00,1,126.3800,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10391,"DRACD",3,12/23/1996 00:00:00,01/20/1997 00:00:00,12/31/1996 00:00:00,3,5.4500,"Drachenblut Delikatessen","Walserweg 21","Aachen",,"52066","Germany"
10392,"PICCO",2,12/24/1996 00:00:00,01/21/1997 00:00:00,01/01/1997 00:00:00,3,122.4600,"Piccolo und mehr","Geislweg 14","Salzburg",,"5020","Austria"
10393,"SAVEA",1,12/25/1996 00:00:00,01/22/1997 00:00:00,01/03/1997 00:00:00,3,126.5600,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10394,"HUNGC",1,12/25/1996 00:00:00,01/22/1997 00:00:00,01/03/1997 00:00:00,3,30.3400,"Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","OR","97827","USA"
10395,"HILAA",6,12/26/1996 00:00:00,01/23/1997 00:00:00,01/03/1997 00:00:00,1,184.4100,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
10396,"FRANK",1,12/27/1996 00:00:00,01/10/1997 00:00:00,01/06/1997 00:00:00,3,135.3500,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10397,"PRINI",5,12/27/1996 00:00:00,01/24/1997 00:00:00,01/02/1997 00:00:00,1,60.2600,"Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa",,"1756","Portugal"
10398,"SAVEA",2,12/30/1996 00:00:00,01/27/1997 00:00:00,01/09/1997 00:00:00,3,89.1600,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10399,"VAFFE",8,12/31/1996 00:00:00,01/14/1997 00:00:00,01/08/1997 00:00:00,3,27.3600,"Vaffeljernet","Smagsloget 45","Århus",,"8200","Denmark"
10400,"EASTC",1,01/01/1997 00:00:00,01/29/1997 00:00:00,01/16/1997 00:00:00,3,83.9300,"Eastern Connection","35 King George","London",,"WX3 6FW","UK"
10401,"RATTC",1,01/01/1997 00:00:00,01/29/1997 00:00:00,01/10/1997 00:00:00,1,12.5100,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10402,"ERNSH",8,01/02/1997 00:00:00,02/13/1997 00:00:00,01/10/1997 00:00:00,2,67.8800,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10403,"ERNSH",4,01/03/1997 00:00:00,01/31/1997 00:00:00,01/09/1997 00:00:00,3,73.7900,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10404,"MAGAA",2,01/03/1997 00:00:00,01/31/1997 00:00:00,01/08/1997 00:00:00,1,155.9700,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",,"24100","Italy"
10405,"LINOD",1,01/06/1997 00:00:00,02/03/1997 00:00:00,01/22/1997 00:00:00,1,34.8200,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
10406,"QUEEN",7,01/07/1997 00:00:00,02/18/1997 00:00:00,01/13/1997 00:00:00,1,108.0400,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
10407,"OTTIK",2,01/07/1997 00:00:00,02/04/1997 00:00:00,01/30/1997 00:00:00,2,91.4800,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10408,"FOLIG",8,01/08/1997 00:00:00,02/05/1997 00:00:00,01/14/1997 00:00:00,1,11.2600,"Folies gourmandes","184, chaussée de Tournai","Lille",,"59000","France"
10409,"OCEAN",3,01/09/1997 00:00:00,02/06/1997 00:00:00,01/14/1997 00:00:00,1,29.8300,"Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",,"1010","Argentina"
10410,"BOTTM",3,01/10/1997 00:00:00,02/07/1997 00:00:00,01/15/1997 00:00:00,3,2.4000,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
10411,"BOTTM",9,01/10/1997 00:00:00,02/07/1997 00:00:00,01/21/1997 00:00:00,3,23.6500,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
10412,"WARTH",8,01/13/1997 00:00:00,02/10/1997 00:00:00,01/15/1997 00:00:00,2,3.7700,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10413,"LAMAI",3,01/14/1997 00:00:00,02/11/1997 00:00:00,01/16/1997 00:00:00,2,95.6600,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10414,"FAMIA",2,01/14/1997 00:00:00,02/11/1997 00:00:00,01/17/1997 00:00:00,3,21.4800,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil"
10415,"HUNGC",3,01/15/1997 00:00:00,02/12/1997 00:00:00,01/24/1997 00:00:00,1,0.2000,"Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","OR","97827","USA"
10416,"WARTH",8,01/16/1997 00:00:00,02/13/1997 00:00:00,01/27/1997 00:00:00,3,22.7200,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10417,"SIMOB",4,01/16/1997 00:00:00,02/13/1997 00:00:00,01/28/1997 00:00:00,3,70.2900,"Simons bistro","Vinbæltet 34","Kobenhavn",,"1734","Denmark"
10418,"QUICK",4,01/17/1997 00:00:00,02/14/1997 00:00:00,01/24/1997 00:00:00,1,17.5500,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10419,"RICSU",4,01/20/1997 00:00:00,02/17/1997 00:00:00,01/30/1997 00:00:00,2,137.3500,"Richter Supermarkt","Starenweg 5","Genève",,"1204","Switzerland"
10420,"WELLI",3,01/21/1997 00:00:00,02/18/1997 00:00:00,01/27/1997 00:00:00,1,44.1200,"Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
10421,"QUEDE",8,01/21/1997 00:00:00,03/04/1997 00:00:00,01/27/1997 00:00:00,1,99.2300,"Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
10422,"FRANS",2,01/22/1997 00:00:00,02/19/1997 00:00:00,01/31/1997 00:00:00,1,3.0200,"Franchi S.p.A.","Via Monte Bianco 34","Torino",,"10100","Italy"
10423,"GOURL",6,01/23/1997 00:00:00,02/06/1997 00:00:00,02/24/1997 00:00:00,3,24.5000,"Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
10424,"MEREP",7,01/23/1997 00:00:00,02/20/1997 00:00:00,01/27/1997 00:00:00,2,370.6100,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10425,"LAMAI",6,01/24/1997 00:00:00,02/21/1997 00:00:00,02/14/1997 00:00:00,2,7.9300,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10426,"GALED",4,01/27/1997 00:00:00,02/24/1997 00:00:00,02/06/1997 00:00:00,1,18.6900,"Galería del gastronómo","Rambla de Cataluña, 23","Barcelona",,"8022","Spain"
10427,"PICCO",4,01/27/1997 00:00:00,02/24/1997 00:00:00,03/03/1997 00:00:00,2,31.2900,"Piccolo und mehr","Geislweg 14","Salzburg",,"5020","Austria"
10428,"REGGC",7,01/28/1997 00:00:00,02/25/1997 00:00:00,02/04/1997 00:00:00,1,11.0900,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",,"42100","Italy"
10429,"HUNGO",3,01/29/1997 00:00:00,03/12/1997 00:00:00,02/07/1997 00:00:00,2,56.6300,"Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",,"Ireland"
10430,"ERNSH",4,01/30/1997 00:00:00,02/13/1997 00:00:00,02/03/1997 00:00:00,1,458.7800,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10431,"BOTTM",4,01/30/1997 00:00:00,02/13/1997 00:00:00,02/07/1997 00:00:00,2,44.1700,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
10432,"SPLIR",3,01/31/1997 00:00:00,02/14/1997 00:00:00,02/07/1997 00:00:00,2,4.3400,"Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
10433,"PRINI",3,02/03/1997 00:00:00,03/03/1997 00:00:00,03/04/1997 00:00:00,3,73.8300,"Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa",,"1756","Portugal"
10434,"FOLKO",3,02/03/1997 00:00:00,03/03/1997 00:00:00,02/13/1997 00:00:00,2,17.9200,"Folk och fä HB","Åkergatan 24","Bräcke",,"S-844 67","Sweden"
10435,"CONSH",8,02/04/1997 00:00:00,03/18/1997 00:00:00,02/07/1997 00:00:00,2,9.2100,"Consolidated Holdings","Berkeley Gardens 12  Brewery","London",,"WX1 6LT","UK"
10436,"BLONP",3,02/05/1997 00:00:00,03/05/1997 00:00:00,02/11/1997 00:00:00,2,156.6600,"Blondel père et fils","24, place Kléber","Strasbourg",,"67000","France"
10437,"WARTH",8,02/05/1997 00:00:00,03/05/1997 00:00:00,02/12/1997 00:00:00,1,19.9700,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10438,"TOMSP",3,02/06/1997 00:00:00,03/06/1997 00:00:00,02/14/1997 00:00:00,2,8.2400,"Toms Spezialitäten","Luisenstr. 48","Münster",,"44087","Germany"
10439,"MEREP",6,02/07/1997 00:00:00,03/07/1997 00:00:00,02/10/1997 00:00:00,3,4.0700,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10440,"SAVEA",4,02/10/1997 00:00:00,03/10/1997 00:00:00,02/28/1997 00:00:00,2,86.5300,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10441,"OLDWO",3,02/10/1997 00:00:00,03/24/1997 00:00:00,03/14/1997 00:00:00,2,73.0200,"Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
10442,"ERNSH",3,02/11/1997 00:00:00,03/11/1997 00:00:00,02/18/1997 00:00:00,2,47.9400,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10443,"REGGC",8,02/12/1997 00:00:00,03/12/1997 00:00:00,02/14/1997 00:00:00,1,13.9500,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",,"42100","Italy"
10444,"BERGS",3,02/12/1997 00:00:00,03/12/1997 00:00:00,02/21/1997 00:00:00,3,3.5000,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22","Sweden"
10445,"BERGS",3,02/13/1997 00:00:00,03/13/1997 00:00:00,02/20/1997 00:00:00,1,9.3000,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22","Sweden"
10446,"TOMSP",6,02/14/1997 00:00:00,03/14/1997 00:00:00,02/19/1997 00:00:00,1,14.6800,"Toms Spezialitäten","Luisenstr. 48","Münster",,"44087","Germany"
10447,"RICAR",4,02/14/1997 00:00:00,03/14/1997 00:00:00,03/07/1997 00:00:00,2,68.6600,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
10448,"RANCH",4,02/17/1997 00:00:00,03/17/1997 00:00:00,02/24/1997 00:00:00,2,38.8200,"Rancho grande","Av. del Libertador 900","Buenos Aires",,"1010","Argentina"
10449,"BLONP",3,02/18/1997 00:00:00,03/18/1997 00:00:00,02/27/1997 00:00:00,2,53.3000,"Blondel père et fils","24, place Kléber","Strasbourg",,"67000","France"
10450,"VICTE",8,02/19/1997 00:00:00,03/19/1997 00:00:00,03/11/1997 00:00:00,2,7.2300,"Victuailles en stock","2, rue du Commerce","Lyon",,"69004","France"
10451,"QUICK",4,02/19/1997 00:00:00,03/05/1997 00:00:00,03/12/1997 00:00:00,3,189.0900,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10452,"SAVEA",8,02/20/1997 00:00:00,03/20/1997 00:00:00,02/26/1997 00:00:00,1,140.2600,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10453,"AROUT",1,02/21/1997 00:00:00,03/21/1997 00:00:00,02/26/1997 00:00:00,2,25.3600,"Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
10454,"LAMAI",4,02/21/1997 00:00:00,03/21/1997 00:00:00,02/25/1997 00:00:00,3,2.7400,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10455,"WARTH",8,02/24/1997 00:00:00,04/07/1997 00:00:00,03/03/1997 00:00:00,2,180.4500,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10456,"KOENE",8,02/25/1997 00:00:00,04/08/1997 00:00:00,02/28/1997 00:00:00,2,8.1200,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10457,"KOENE",2,02/25/1997 00:00:00,03/25/1997 00:00:00,03/03/1997 00:00:00,1,11.5700,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10458,"SUPRD",7,02/26/1997 00:00:00,03/26/1997 00:00:00,03/04/1997 00:00:00,3,147.0600,"Suprêmes délices","Boulevard Tirou, 255","Charleroi",,"B-6000","Belgium"
10459,"VICTE",4,02/27/1997 00:00:00,03/27/1997 00:00:00,02/28/1997 00:00:00,2,25.0900,"Victuailles en stock","2, rue du Commerce","Lyon",,"69004","France"
10460,"FOLKO",8,02/28/1997 00:00:00,03/28/1997 00:00:00,03/03/1997 00:00:00,1,16.2700,"Folk och fä HB","Åkergatan 24","Bräcke",,"S-844 67","Sweden"
10461,"LILAS",1,02/28/1997 00:00:00,03/28/1997 00:00:00,03/05/1997 00:00:00,3,148.6100,"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
10462,"CONSH",2,03/03/1997 00:00:00,03/31/1997 00:00:00,03/18/1997 00:00:00,1,6.1700,"Consolidated Holdings","Berkeley Gardens 12  Brewery","London",,"WX1 6LT","UK"
10463,"SUPRD",5,03/04/1997 00:00:00,04/01/1997 00:00:00,03/06/1997 00:00:00,3,14.7800,"Suprêmes délices","Boulevard Tirou, 255","Charleroi",,"B-6000","Belgium"
10464,"FURIB",4,03/04/1997 00:00:00,04/01/1997 00:00:00,03/14/1997 00:00:00,2,89.0000,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",,"1675","Portugal"
10465,"VAFFE",1,03/05/1997 00:00:00,04/02/1997 00:00:00,03/14/1997 00:00:00,3,145.0400,"Vaffeljernet","Smagsloget 45","Århus",,"8200","Denmark"
10466,"COMMI",4,03/06/1997 00:00:00,04/03/1997 00:00:00,03/13/1997 00:00:00,1,11.9300,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil"
10467,"MAGAA",8,03/06/1997 00:00:00,04/03/1997 00:00:00,03/11/1997 00:00:00,2,4.9300,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",,"24100","Italy"
10468,"KOENE",3,03/07/1997 00:00:00,04/04/1997 00:00:00,03/12/1997 00:00:00,3,44.1200,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10469,"WHITC",1,03/10/1997 00:00:00,04/07/1997 00:00:00,03/14/1997 00:00:00,1,60.1800,"White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
10470,"BONAP",4,03/11/1997 00:00:00,04/08/1997 00:00:00,03/14/1997 00:00:00,2,64.5600,"Bon app'","12, rue des Bouchers","Marseille",,"13008","France"
10471,"BSBEV",2,03/11/1997 00:00:00,04/08/1997 00:00:00,03/18/1997 00:00:00,3,45.5900,"B's Beverages","Fauntleroy Circus","London",,"EC2 5NT","UK"
10472,"SEVES",8,03/12/1997 00:00:00,04/09/1997 00:00:00,03/19/1997 00:00:00,1,4.2000,"Seven Seas Imports","90 Wadhurst Rd.","London",,"OX15 4NB","UK"
10473,"ISLAT",1,03/13/1997 00:00:00,03/27/1997 00:00:00,03/21/1997 00:00:00,3,16.3700,"Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
10474,"PERIC",5,03/13/1997 00:00:00,04/10/1997 00:00:00,03/21/1997 00:00:00,2,83.4900,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.",,"05033","Mexico"
10475,"SUPRD",9,03/14/1997 00:00:00,04/11/1997 00:00:00,04/04/1997 00:00:00,1,68.5200,"Suprêmes délices","Boulevard Tirou, 255","Charleroi",,"B-6000","Belgium"
10476,"HILAA",8,03/17/1997 00:00:00,04/14/1997 00:00:00,03/24/1997 00:00:00,3,4.4100,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
10477,"PRINI",5,03/17/1997 00:00:00,04/14/1997 00:00:00,03/25/1997 00:00:00,2,13.0200,"Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa",,"1756","Portugal"
10478,"VICTE",2,03/18/1997 00:00:00,04/01/1997 00:00:00,03/26/1997 00:00:00,3,4.8100,"Victuailles en stock","2, rue du Commerce","Lyon",,"69004","France"
10479,"RATTC",3,03/19/1997 00:00:00,04/16/1997 00:00:00,03/21/1997 00:00:00,3,708.9500,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10480,"FOLIG",6,03/20/1997 00:00:00,04/17/1997 00:00:00,03/24/1997 00:00:00,2,1.3500,"Folies gourmandes","184, chaussée de Tournai","Lille",,"59000","France"
10481,"RICAR",8,03/20/1997 00:00:00,04/17/1997 00:00:00,03/25/1997 00:00:00,2,64.3300,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
10482,"LAZYK",1,03/21/1997 00:00:00,04/18/1997 00:00:00,04/10/1997 00:00:00,3,7.4800,"Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","WA","99362","USA"
10483,"WHITC",7,03/24/1997 00:00:00,04/21/1997 00:00:00,04/25/1997 00:00:00,2,15.2800,"White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
10484,"BSBEV",3,03/24/1997 00:00:00,04/21/1997 00:00:00,04/01/1997 00:00:00,3,6.8800,"B's Beverages","Fauntleroy Circus","London",,"EC2 5NT","UK"
10485,"LINOD",4,03/25/1997 00:00:00,04/08/1997 00:00:00,03/31/1997 00:00:00,2,64.4500,"LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
10486,"HILAA",1,03/26/1997 00:00:00,04/23/1997 00:00:00,04/02/1997 00:00:00,2,30.5300,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
10487,"QUEEN",2,03/26/1997 00:00:00,04/23/1997 00:00:00,03/28/1997 00:00:00,2,71.0700,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
10488,"FRANK",8,03/27/1997 00:00:00,04/24/1997 00:00:00,04/02/1997 00:00:00,2,4.9300,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10489,"PICCO",6,03/28/1997 00:00:00,04/25/1997 00:00:00,04/09/1997 00:00:00,2,5.2900,"Piccolo und mehr","Geislweg 14","Salzburg",,"5020","Austria"
10490,"HILAA",7,03/31/1997 00:00:00,04/28/1997 00:00:00,04/03/1997 00:00:00,2,210.1900,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
10491,"FURIB",8,03/31/1997 00:00:00,04/28/1997 00:00:00,04/08/1997 00:00:00,3,16.9600,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",,"1675","Portugal"
10492,"BOTTM",3,04/01/1997 00:00:00,04/29/1997 00:00:00,04/11/1997 00:00:00,1,62.8900,"Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
10493,"LAMAI",4,04/02/1997 00:00:00,04/30/1997 00:00:00,04/10/1997 00:00:00,3,10.6400,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10494,"COMMI",4,04/02/1997 00:00:00,04/30/1997 00:00:00,04/09/1997 00:00:00,2,65.9900,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil"
10495,"LAUGB",3,04/03/1997 00:00:00,05/01/1997 00:00:00,04/11/1997 00:00:00,3,4.6500,"Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada"
10496,"TRADH",7,04/04/1997 00:00:00,05/02/1997 00:00:00,04/07/1997 00:00:00,2,46.7700,"Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","SP","05634-030","Brazil"
10497,"LEHMS",7,04/04/1997 00:00:00,05/02/1997 00:00:00,04/07/1997 00:00:00,1,36.2100,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10498,"HILAA",8,04/07/1997 00:00:00,05/05/1997 00:00:00,04/11/1997 00:00:00,2,29.7500,"HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
10499,"LILAS",4,04/08/1997 00:00:00,05/06/1997 00:00:00,04/16/1997 00:00:00,2,102.0200,"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
10500,"LAMAI",6,04/09/1997 00:00:00,05/07/1997 00:00:00,04/17/1997 00:00:00,1,42.6800,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10501,"BLAUS",9,04/09/1997 00:00:00,05/07/1997 00:00:00,04/16/1997 00:00:00,3,8.8500,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10502,"PERIC",2,04/10/1997 00:00:00,05/08/1997 00:00:00,04/29/1997 00:00:00,1,69.3200,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.",,"05033","Mexico"
10503,"HUNGO",6,04/11/1997 00:00:00,05/09/1997 00:00:00,04/16/1997 00:00:00,2,16.7400,"Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",,"Ireland"
10504,"WHITC",4,04/11/1997 00:00:00,05/09/1997 00:00:00,04/18/1997 00:00:00,3,59.1300,"White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
10505,"MEREP",3,04/14/1997 00:00:00,05/12/1997 00:00:00,04/21/1997 00:00:00,3,7.1300,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10506,"KOENE",9,04/15/1997 00:00:00,05/13/1997 00:00:00,05/02/1997 00:00:00,2,21.1900,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10507,"ANTON",7,04/15/1997 00:00:00,05/13/1997 00:00:00,04/22/1997 00:00:00,1,47.4500,"Antonio Moreno Taquería","Mataderos  2312","México D.F.",,"05023","Mexico"
10508,"OTTIK",1,04/16/1997 00:00:00,05/14/1997 00:00:00,05/13/1997 00:00:00,2,4.9900,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10509,"BLAUS",4,04/17/1997 00:00:00,05/15/1997 00:00:00,04/29/1997 00:00:00,1,0.1500,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10510,"SAVEA",6,04/18/1997 00:00:00,05/16/1997 00:00:00,04/28/1997 00:00:00,3,367.6300,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10511,"BONAP",4,04/18/1997 00:00:00,05/16/1997 00:00:00,04/21/1997 00:00:00,3,350.6400,"Bon app'","12, rue des Bouchers","Marseille",,"13008","France"
10512,"FAMIA",7,04/21/1997 00:00:00,05/19/1997 00:00:00,04/24/1997 00:00:00,2,3.5300,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil"
10513,"WANDK",7,04/22/1997 00:00:00,06/03/1997 00:00:00,04/28/1997 00:00:00,1,105.6500,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10514,"ERNSH",3,04/22/1997 00:00:00,05/20/1997 00:00:00,05/16/1997 00:00:00,2,789.9500,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10515,"QUICK",2,04/23/1997 00:00:00,05/07/1997 00:00:00,05/23/1997 00:00:00,1,204.4700,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10516,"HUNGO",2,04/24/1997 00:00:00,05/22/1997 00:00:00,05/01/1997 00:00:00,3,62.7800,"Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",,"Ireland"
10517,"NORTS",3,04/24/1997 00:00:00,05/22/1997 00:00:00,04/29/1997 00:00:00,3,32.0700,"North/South","South House 300 Queensbridge","London",,"SW7 1RZ","UK"
10518,"TORTU",4,04/25/1997 00:00:00,05/09/1997 00:00:00,05/05/1997 00:00:00,2,218.1500,"Tortuga Restaurante","Avda. Azteca 123","México D.F.",,"05033","Mexico"
10519,"CHOPS",6,04/28/1997 00:00:00,05/26/1997 00:00:00,05/01/1997 00:00:00,3,91.7600,"Chop-suey Chinese","Hauptstr. 31","Bern",,"3012","Switzerland"
10520,"SANTG",7,04/29/1997 00:00:00,05/27/1997 00:00:00,05/01/1997 00:00:00,1,13.3700,"Santé Gourmet","Erling Skakkes gate 78","Stavern",,"4110","Norway"
10521,"CACTU",8,04/29/1997 00:00:00,05/27/1997 00:00:00,05/02/1997 00:00:00,2,17.2200,"Cactus Comidas para llevar","Cerrito 333","Buenos Aires",,"1010","Argentina"
10522,"LEHMS",4,04/30/1997 00:00:00,05/28/1997 00:00:00,05/06/1997 00:00:00,1,45.3300,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10523,"SEVES",7,05/01/1997 00:00:00,05/29/1997 00:00:00,05/30/1997 00:00:00,2,77.6300,"Seven Seas Imports","90 Wadhurst Rd.","London",,"OX15 4NB","UK"
10524,"BERGS",1,05/01/1997 00:00:00,05/29/1997 00:00:00,05/07/1997 00:00:00,2,244.7900,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22","Sweden"
10525,"BONAP",1,05/02/1997 00:00:00,05/30/1997 00:00:00,05/23/1997 00:00:00,2,11.0600,"Bon app'","12, rue des Bouchers","Marseille",,"13008","France"
10526,"WARTH",4,05/05/1997 00:00:00,06/02/1997 00:00:00,05/15/1997 00:00:00,2,58.5900,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10527,"QUICK",7,05/05/1997 00:00:00,06/02/1997 00:00:00,05/07/1997 00:00:00,1,41.9000,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10528,"GREAL",6,05/06/1997 00:00:00,05/20/1997 00:00:00,05/09/1997 00:00:00,2,3.3500,"Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
